numero,nombre_cientifico,nombre_comun,rango,cantidad_observaciones,enlaces_observaciones
1833,Numida meleagris,Helmeted Guineafowl,species,1,291943078
1834,Tantilla calamarina,"Culebra Centipedívora, Culebra-ciempiés del Pacífico, Pacific Coast Centipede Snake",species,1,291935114
1835,Sceloporus nelsoni,No disponible,species,1,291839961
1836,Aetobatus laticeps,No disponible,species,1,291601855
1837,Crinodes besckei,No disponible,species,1,291593690
1838,Manduca florestan,No disponible,species,1,291591963
1839,Alagoasa jacobiana,No disponible,species,1,291587038
1840,Manduca occulta,No disponible,species,1,291483781
1841,Conus nux,No disponible,species,1,291316069
1842,Conus purpurascens,No disponible,species,1,291316064
1843,Trianthema portulacastrum,No disponible,species,1,291016750
1844,Euscirrhopterus poeyi,No disponible,species,1,290944967
1845,Automeris excreta,No disponible,species,1,290882849
1846,Didelphis virginiana californica,No disponible,subspecies,1,290733933
1847,Sphyrapicus varius,yellow-bellied sapsucker,species,1,290733882
1848,Gallinago delicata,"Agachadiza de Wilson, Wilson's Snipe, Amerikaanse Watersnip, Amerikansk Bekkasin, Beccaccino nordamericano, Bécassine de Wilson, Indianerbekkasin, Kanādas mērkaziņa, Wilsonbekassine, ameerika tikutaja, amerikai sárszalonka, amerikantaivaanvuohi, amerikinis perkūno oželis, becadell de Wilson, bekas amerykański, močiarnica krátkokrídla, narceja-de-wilson, wilsonbeckasin, Американский бекас, 威爾森氏沙錐, 美洲沙锥",species,1,290733855
1849,Passerina amoena,No disponible,species,1,290733792
1850,Promecosoma sallei,No disponible,species,1,290720099
1851,Tyrannus vociferans,Cassin's Kingbird,species,1,290514296
1852,Mastigodryas cliftoni,No disponible,species,1,290485765
1853,Carmenta laeta,No disponible,species,1,290183573
1854,Arawacus jada,No disponible,species,1,290067517
1855,Micropterus nigricans,No disponible,species,1,290045848
1856,Gymnopilus palmicola,No disponible,species,1,290035743
1857,Ganyra josephina,No disponible,species,1,290028694
1858,Argiope argentata,orb weavers,species,1,290028551
1859,Catharus aurantiirostris,"Zorzalito Piquigualda, Orange-billed Nightingale-Thrush, Geelbekdwerglijster, Goldschnabel-Musendrossel, Grive à bec orange, Orangenæbbet Skovdrossel, Oransjenebbskogtrost, Tordo usignolo beccoarancio, aranycsőrű fülemülerigó, drozd oranžovozobý, drozdek żółtodzioby, griveta becgroga, kultanokkarastas, orangenäbbad skogstrast, rudasis trumpasnapis strazdas, ruugenokk-värbrästas, Желтоносый короткоклювый дрозд, アカハシチャツグミ, 橙嘴夜鶇, 橙腹夜鸫",species,1,290000560
1860,Hermetia concinna,No disponible,species,1,289995864
1861,Astraeus morganii,No disponible,species,1,289995857
1862,Agelaia centralis,No disponible,species,1,289995848
1863,Lon co,No disponible,species,1,289995833
1864,Bursera bipinnata,No disponible,species,1,289962882
1865,Micrastur semitorquatus,No disponible,species,1,289857625
1866,Prosthechea squalida,No disponible,species,1,289751838
1867,Zestusa elwesi,No disponible,species,1,289751828
1868,Heraclides anchisiades idaeus,No disponible,subspecies,1,289656703
1869,Azya orbigera,No disponible,species,1,289654788
1870,Hydnoporia tabacina,No disponible,species,1,289254654
1871,Stereum hirsutum,No disponible,species,1,289254653
1872,Rhinoclemmys pulcherrima,Pracht-Erdschildkröte,species,1,289254648
1873,Pisolithus arhizus,No disponible,species,1,289254645
1874,Quesada gigas,No disponible,species,1,289250938
1875,Lepiselaga crassipes,No disponible,species,1,289144226
1876,Macrotus waterhousii,No disponible,species,1,289066307
1877,Sylvilagus graysoni graysoni,No disponible,subspecies,1,289066251
1878,Bauerus dubiaquercus,Van Gelder's bat,species,1,289066231
1879,Crescentia cujete,No disponible,species,1,288864379
1880,Tillandsia grossispicata,No disponible,species,1,288529369
1881,Psittacanthus ramiflorus,No disponible,species,1,288499158
1882,Acharia gertrudans,No disponible,species,1,288449717
1883,Adenophyllum squamosum,No disponible,species,1,288398899
1884,Rhysida longipes,No disponible,species,1,288369809
1885,Ammodramus savannarum,gresshoppespurv,species,1,288365141
1886,Platythyrea punctata,No disponible,species,1,288306774
1887,Pycnoscelus surinamensis,No disponible,species,1,288306746
1888,Palpita quadristigmalis,No disponible,species,1,288306389
1889,Tropicanus costomaculatus,No disponible,species,1,288306048
1890,Dasymutilla cressoni,No disponible,species,1,288091841
1891,Schistocerca piceifrons,No disponible,species,1,287949297
1892,Salvia aequidistans,No disponible,species,1,287750125
1893,Distimake cissoides,No disponible,species,1,287750094
1894,Strymon ziba,No disponible,species,1,287746869
1895,Papilio pilumnus,No disponible,species,1,287744717
1896,Neanalcocerus hortulanus,No disponible,species,1,287744710
1897,Liris partitus,No disponible,species,1,287744701
1898,Ptecticus testaceus,No disponible,species,1,287486789
1899,Corbicula fluminea,asian clam,species,1,287213201
1900,Calycopis demonassa,No disponible,species,1,287211708
1901,Cyanophrys amyntor,Amyntor Greenstreak,species,1,287186157
1902,Porphyrogenes calathana calanus,No disponible,subspecies,1,286993128
1903,Sula brewsteri brewsteri,No disponible,subspecies,1,286931617
1904,Chilomycterus reticulatus,spotfin burrfish,species,1,286907630
1905,Heteropterys laurifolia,No disponible,species,1,286900730
1906,Baccharis trinervis,No disponible,species,1,286893512
1907,Abutilon trisulcatum,No disponible,species,1,286680362
1908,Lysimachia arvensis,"Rød arve, nonsblom, peltopunka, rödmire",species,1,286587110
1909,Clogmia albipunctata,No disponible,species,1,286452779
1910,Cherax quadricarinatus,No disponible,species,1,286149340
1911,Crotalus campbelli,No disponible,species,1,285855185
1912,Phereoeca uterella,No disponible,species,1,285514809
1913,Neogale frenata,"Comedreja Andina, Comedreja Colilarga, Long-tailed Weasel, Belette à longue queue",species,1,285469758
1914,Sceloporus bulleri,No disponible,species,1,285420739
1915,Rhyzopertha dominica,No disponible,species,1,285234405
1916,Corydalus texanus,No disponible,species,1,285219607
1917,Cyllopsis hedemanni,No disponible,species,1,285029893
1918,Spizaetus tyrannus,svartskogørn,species,1,284972499
1919,Dryadula phaetusa,No disponible,species,1,284781311
1920,Aedes epactius,No disponible,species,1,284308849
1921,Jatropha multifida,No disponible,species,1,284176409
1922,Chloronia pallida,No disponible,species,1,284128954
1923,Myscelia ethusa ethusa,No disponible,subspecies,1,284097666
1924,Vanilla pompona,No disponible,species,1,283836721
1925,Tmolus echion echiolus,No disponible,subspecies,1,283447268
1926,Naria albuginosa,No disponible,species,1,283289506
1927,Echinochloa colona,No disponible,species,1,283027475
1928,Senna occidentalis,No disponible,species,1,283025777
1929,Conus edaphus,No disponible,species,1,283022593
1930,Megasoma nogueirai,No disponible,species,1,282948380
1931,Zizula cyna,No disponible,species,1,282315423
1932,Cyanocorax yncas,green jay,species,1,282287856
1933,Podilymbus podiceps,"Zampullín picogrueso, Pied-billed Grebe, Bindentaucher, Dikbekfuut, Grèbe à bec bigarré, Podilimbo, Ringnebbdykker, Tyknæbbet Lappedykker, cabusset becgròs, gyűrűscsőrű vöcsök, mažasis margasnapis kragas, mergulhão-caçador, paksunokkauikku, perkozek grubodzioby, potápka americká, potápka škvrnitozobá, progastokljuni ponirek, raibknābja dūkuris, tjocknäbbad dopping, vöötnokk-pütt, Каролинская поганка, オビハシカイツブリ, 斑嘴巨鸊鷈, 斑嘴巨鸊鷉 ",species,1,282125520
1934,Anodontites trapesialis,No disponible,species,1,281975317
1935,Cephalanthus salicifolius,No disponible,species,1,281965384
1936,Rhynchophorus palmarum,No disponible,species,1,281953631
1937,Adelpha fessonia,Mexican sister,species,1,281857330
1938,Codatractus arizonensis,No disponible,species,1,281424244
1939,Triatoma picturata,No disponible,species,1,281390490
1940,Echinolittorina aspera,No disponible,species,1,281372371
1941,Sciurus aureogaster,red-bellied squirrel,species,1,280972055
1942,Aspidoscelis deppii,No disponible,species,1,280843718
1943,Ruellia metziae,No disponible,species,1,280711421
1944,Agave desmetiana,No disponible,species,1,280670750
1945,Setophaga americana,northern parula,species,1,280625401
1946,Rhinostomus barbirostris,bearded weevil,species,1,280551759
1947,Trimorphodon tau,No disponible,species,1,280421267
1948,Sympholis lippiens,No disponible,species,1,279605851
1949,Turnera ulmifolia,No disponible,species,1,279460765
1950,Acrocinus longimanus,giant harlequin beetle,species,1,279249383
1951,Phoenicopterus ruber,American Flamingo,species,1,278915214
1952,Nyctidromus albicollis insularis,No disponible,subspecies,1,278800730
1953,Granatellus venustus,"Reinita Mejicana, Red-breasted Chat, Fagerkardinal, Granatelle multicolore, Granatello pettorosso, Rode Granaatzanger, Rødbrystet Skjoldsanger, Weißkehlgranatellus, bosquerola de Mèxic, granatówka białosterna, kabátnik bielohrdlý, lesňáček pacifický, polícia-do-mato-de-peito-vermelho, põhja-rubiinsäälik, raudonkrūtis granatelas, ruusuvatsakerttuli, vitstrupig trastkardinal, Красногрудая гранателла, ムネアカアメリカムシクイ, 紅胸鵖鶯, 红胸鵖莺",species,1,278799505
1954,Asclepias graogramanii,No disponible,species,1,278736019
1955,Heterotheca inuloides,No disponible,species,1,278735243
1956,Pheucticus melanocephalus,Black-headed Grosbeak,species,1,278731575
1957,Icterus graduacauda,No disponible,species,1,278731570
1958,Archilochus alexandri,No disponible,species,1,278682141
1959,Uranophora leucotelus,No disponible,species,1,278679907
1960,Chaenomugil proboscideus,No disponible,species,1,278579670
1961,Pseudorca crassidens,false killer whale,species,1,278579656
1962,Calidris bairdii,No disponible,species,1,278579636
1963,Hexaplex princeps,No disponible,species,1,278568260
1964,Glutophrissa drusilla,No disponible,species,1,278535040
1965,Ficus pertusa,No disponible,species,1,278512641
1966,Sesuvium portulacastrum,No disponible,species,1,278512633
1967,Contopus sordidulus,Western Wood-Pewee,species,1,278291678
1968,Sporobolus airoides,alkali sacaton,species,1,278132500
1969,Musca domestica,No disponible,species,1,278131191
1970,Sarda orientalis,striped bonito,species,1,278125603
1971,Scomberomorus sierra,Pacific sierra,species,1,278125098
1972,Periploma planiusculum,No disponible,species,1,278045411
1973,Neostylopyga rhombifolia,No disponible,species,1,277923433
1974,Chelonibia testudinaria,No disponible,species,1,277895658
1975,Phalaropus lobatus,No disponible,species,1,277872715
1976,Elops affinis,Pacific ladyfish,species,1,277872221
1977,Nasutitermes nigriceps,No disponible,species,1,277856204
1978,Swietenia humilis,No disponible,species,1,277856159
1979,Phaethornis mexicanus,Mexican Hermit,species,1,277755348
1980,Lottia mesoleuca,No disponible,species,1,277562740
1981,Agaronia testacea,No disponible,species,1,277551095
1982,Parametaria dupontii,No disponible,species,1,277472121
1983,Eurythoe complanata,No disponible,species,1,277471996
1984,Canis familiaris,No disponible,species,1,277395470
1985,Centruroides insularis,No disponible,species,1,277119612
1986,Coulteria glabra,No disponible,species,1,276784109
1987,Aluterus monoceros,unicorn leatherjacket,species,1,276401948
1988,Portulaca umbraticola,No disponible,species,1,276030395
1989,Heraclides ornythion,No disponible,species,1,275556231
1990,Coleomegilla maculata,No disponible,species,1,275069774
1991,Aldama dentata,No disponible,species,1,274428278
1992,Tridax dubia,No disponible,species,1,274428237
1993,Synoeca septentrionalis,No disponible,species,1,274422605
1994,Phaleria championi,No disponible,species,1,273893939
1995,Solanum lycopersicum,No disponible,species,1,273705776
1996,Limnodromus scolopaceus,No disponible,species,1,273653697
1997,Buteo albonotatus,No disponible,species,1,273645612
1998,Jadera haematoloma,No disponible,species,1,273523534
1999,Agastache mexicana,No disponible,species,1,272803355
2000,Amazona albifrons,No disponible,species,1,272621441
2001,Lophocereus marginatus,No disponible,species,1,272621125
2002,Combretum farinosum,No disponible,species,1,272619405
2003,Chlosyne janais,"Janais patch, Janais patch butterfly",species,1,272619381
2004,Hamadryas atlantis,No disponible,species,1,272616758
2005,Passiflora mexicana,No disponible,species,1,272616743
2006,Opuntia cochenillifera,No disponible,species,1,272615137
2007,Chlorophonia elegantissima,No disponible,species,1,272453005
2008,Certhia americana,No disponible,species,1,272453004
2009,Glaucidium gnoma,"Mochuelo gnomo, Mountain Pygmy Owl, Bergdwerguil, Chevêchette naine, Civettina montana, Gnomenzwergkauz, Gnomugle, Pygmæspurveugle, coruja-anã-do-norte, hegyi törpekuvik, kalnu apodziņš, kulíšek americký, kuvičok vtáčiar, lännenvarpuspöllö, mažoji žvirblinė pelėda, mehhiko värbkakk, mexikansk sparvuggla, mussolet de muntanya, sóweczka dwuplamista, Воробьиный сыч-гном, ロッキースズメフクロウ, 山鵂鶹, 山鸺鹠",species,1,272452979
2010,Aimophila ruficeps,Rufous-crowned Sparrow,species,1,272452962
2011,Notiosorex evotis,No disponible,species,1,272383764
2012,Masticophis mentovarius striolatus,No disponible,subspecies,1,272338915
2013,Hibiscus sabdariffa,No disponible,species,1,272295737
2014,Ampulex compressa,No disponible,species,1,272067264
2015,Myscelia cyaniris cyaniris,No disponible,subspecies,1,272054476
2016,Ternstroemia maltbya,No disponible,species,1,272048498
2017,Gynacantha helenga,No disponible,species,1,271713707
2018,Buteo platypterus,No disponible,species,1,271713693
2019,Oryctolagus cuniculus,No disponible,species,1,271347025
2020,Cyanocorax formosus,"White-throated Magpie-Jay, White-throated Magpie-jay",species,1,271303205
2021,Mormoops megalophylla,ghost-faced bat,species,1,271061453
2022,Ruellia blechum,No disponible,species,1,270959555
2023,Hordeum vulgare,barley,species,1,270895887
2024,Dajaus monticola,No disponible,species,1,270760275
2025,Aechmophorus clarkii,No disponible,species,1,270679440
2026,Setophaga virens,black-throated green warbler,species,1,270679439
2027,Polistes canadensis,No disponible,species,1,270679421
2028,Carthamus tinctorius,"chamam açaflor, Safflower, Carthame des teinturiers, Echter Saflor, Färber-Saflor, Għosfor, Safran des teinturiers, Yalanci safran, açafroa, açafrol, açafrão-bastardo, cártamo, světlice barvířská",species,1,270672199
2029,Tyrannus verticalis,No disponible,species,1,270664794
2030,Eurema westwoodii,No disponible,species,1,270664750
2031,Dythemis nigrescens,"Black Setwing, Black Setwing",species,1,270664735
2032,Carditamera affinis,No disponible,species,1,270651435
2033,Pusula radians,"radians trivia, radiant button shell, radiating trivia, Radians-Kaurischnecke",species,1,270651424
